filename,class_name
5248.jpg,Cell
14263.jpg,No-Anomaly
3388.jpg,Shadowing
12711.jpg,No-Anomaly
15255.jpg,No-Anomaly
11273.jpg,No-Anomaly
13038.jpg,No-Anomaly
12257.jpg,No-Anomaly
2448.jpg,Diode
2866.jpg,Shadowing
14625.jpg,No-Anomaly
14726.jpg,No-Anomaly
17248.jpg,No-Anomaly
11545.jpg,No-Anomaly
5314.jpg,Cell
4748.jpg,Cell-Multi
9008.jpg,Vegetation
11196.jpg,No-Anomaly
9884.jpg,Vegetation
17255.jpg,No-Anomaly
2277.jpg,Diode
2725.jpg,Shadowing
1623.jpg,Diode
7865.jpg,Cracking
12070.jpg,No-Anomaly
16842.jpg,No-Anomaly
734.jpg,Offline-Module
7539.jpg,Cracking
14576.jpg,No-Anomaly
13285.jpg,No-Anomaly
6059.jpg,Cell
1418.jpg,Diode
9021.jpg,Vegetation
9861.jpg,Vegetation
7218.jpg,Cracking
10526.jpg,No-Anomaly
5539.jpg,Cell
1513.jpg,Diode
14753.jpg,No-Anomaly
13870.jpg,No-Anomaly
1670.jpg,Diode
15106.jpg,No-Anomaly
14522.jpg,No-Anomaly
1893.jpg,Diode
9531.jpg,Vegetation
12008.jpg,No-Anomaly
10736.jpg,No-Anomaly
5298.jpg,Cell
5524.jpg,Cell
10202.jpg,No-Anomaly
7162.jpg,Cracking
8577.jpg,Vegetation
16284.jpg,No-Anomaly
6446.jpg,Cell
4746.jpg,Cell-Multi
12761.jpg,No-Anomaly
10142.jpg,No-Anomaly
13918.jpg,No-Anomaly
2727.jpg,Shadowing
12344.jpg,No-Anomaly
4223.jpg,Cell-Multi
4351.jpg,Cell-Multi
2158.jpg,Diode
8840.jpg,Vegetation
3916.jpg,Cell-Multi
12131.jpg,No-Anomaly
115.jpg,Offline-Module
11306.jpg,No-Anomaly
5156.jpg,Cell
1642.jpg,Diode
16947.jpg,No-Anomaly
15262.jpg,No-Anomaly
14563.jpg,No-Anomaly
16437.jpg,No-Anomaly
11017.jpg,No-Anomaly
4728.jpg,Cell-Multi
12535.jpg,No-Anomaly
16949.jpg,No-Anomaly
19867.jpg,No-Anomaly
1325.jpg,Diode
13352.jpg,No-Anomaly
7268.jpg,Cracking
17948.jpg,No-Anomaly
11097.jpg,No-Anomaly
8625.jpg,Vegetation
19577.jpg,No-Anomaly
5473.jpg,Cell
12184.jpg,No-Anomaly
4809.jpg,Cell-Multi
15360.jpg,No-Anomaly
14850.jpg,No-Anomaly
18657.jpg,No-Anomaly
19052.jpg,No-Anomaly
15404.jpg,No-Anomaly
14685.jpg,No-Anomaly
16285.jpg,No-Anomaly
5887.jpg,Cell
14517.jpg,No-Anomaly
5003.jpg,Cell
16128.jpg,No-Anomaly
9419.jpg,Vegetation
15032.jpg,No-Anomaly
1445.jpg,Diode
8870.jpg,Vegetation
14335.jpg,No-Anomaly
10071.jpg,No-Anomaly
6157.jpg,Cell
15742.jpg,No-Anomaly
17686.jpg,No-Anomaly
1480.jpg,Diode
3291.jpg,Shadowing
9814.jpg,Vegetation
18465.jpg,No-Anomaly
15331.jpg,No-Anomaly
4881.jpg,Cell
16229.jpg,No-Anomaly
14120.jpg,No-Anomaly
10968.jpg,No-Anomaly
18585.jpg,No-Anomaly
4359.jpg,Cell-Multi
728.jpg,Offline-Module
15026.jpg,No-Anomaly
7769.jpg,Cracking
12040.jpg,No-Anomaly
10373.jpg,No-Anomaly
10858.jpg,No-Anomaly
15297.jpg,No-Anomaly
17774.jpg,No-Anomaly
6086.jpg,Cell
10788.jpg,No-Anomaly
3825.jpg,Cell-Multi
8659.jpg,Vegetation
9178.jpg,Vegetation
9193.jpg,Vegetation
10185.jpg,No-Anomaly
9847.jpg,Vegetation
3820.jpg,Cell-Multi
2612.jpg,Shadowing
8245.jpg,Soiling
8264.jpg,Soiling
10057.jpg,No-Anomaly
390.jpg,Offline-Module
1514.jpg,Diode
17443.jpg,No-Anomaly
8138.jpg,Hot-Spot-Multi
2231.jpg,Diode
12973.jpg,No-Anomaly
19643.jpg,No-Anomaly
16960.jpg,No-Anomaly
4820.jpg,Cell-Multi
5585.jpg,Cell
2763.jpg,Shadowing
4504.jpg,Cell-Multi
5286.jpg,Cell
475.jpg,Offline-Module
8126.jpg,Hot-Spot-Multi
15078.jpg,No-Anomaly
19212.jpg,No-Anomaly
14813.jpg,No-Anomaly
10265.jpg,No-Anomaly
7255.jpg,Cracking
11434.jpg,No-Anomaly
19271.jpg,No-Anomaly
4803.jpg,Cell-Multi
3681.jpg,Cell-Multi
216.jpg,Offline-Module
793.jpg,Offline-Module
11157.jpg,No-Anomaly
9865.jpg,Vegetation
8085.jpg,Hot-Spot-Multi
2219.jpg,Diode
7051.jpg,Cracking
14264.jpg,No-Anomaly
17332.jpg,No-Anomaly
7066.jpg,Cracking
9709.jpg,Vegetation
9379.jpg,Vegetation
6069.jpg,Cell
15447.jpg,No-Anomaly
6555.jpg,Cell
13551.jpg,No-Anomaly
1688.jpg,Diode
12751.jpg,No-Anomaly
3353.jpg,Shadowing
8451.jpg,Vegetation
5597.jpg,Cell
526.jpg,Offline-Module
9464.jpg,Vegetation
7338.jpg,Cracking
5285.jpg,Cell
9134.jpg,Vegetation
9890.jpg,Vegetation
16925.jpg,No-Anomaly
8407.jpg,Vegetation
12720.jpg,No-Anomaly
3223.jpg,Shadowing
3507.jpg,Shadowing
3400.jpg,Shadowing
12979.jpg,No-Anomaly
11361.jpg,No-Anomaly
7932.jpg,Hot-Spot-Multi
7937.jpg,Hot-Spot-Multi
15788.jpg,No-Anomaly
13273.jpg,No-Anomaly
15959.jpg,No-Anomaly
17194.jpg,No-Anomaly
7635.jpg,Cracking
12927.jpg,No-Anomaly
16848.jpg,No-Anomaly
1711.jpg,Diode
2700.jpg,Shadowing
10821.jpg,No-Anomaly
11078.jpg,No-Anomaly
17551.jpg,No-Anomaly
10281.jpg,No-Anomaly
14472.jpg,No-Anomaly
8491.jpg,Vegetation
6775.jpg,Hot-Spot
13906.jpg,No-Anomaly
4005.jpg,Cell-Multi
10413.jpg,No-Anomaly
12216.jpg,No-Anomaly
12884.jpg,No-Anomaly
3465.jpg,Shadowing
16176.jpg,No-Anomaly
9364.jpg,Vegetation
16968.jpg,No-Anomaly
6288.jpg,Cell
7732.jpg,Cracking
16946.jpg,No-Anomaly
1883.jpg,Diode
13983.jpg,No-Anomaly
13033.jpg,No-Anomaly
15895.jpg,No-Anomaly
18628.jpg,No-Anomaly
14512.jpg,No-Anomaly
8863.jpg,Vegetation
8270.jpg,Soiling
1834.jpg,Diode
13306.jpg,No-Anomaly
9135.jpg,Vegetation
19143.jpg,No-Anomaly
8356.jpg,Soiling
9550.jpg,Vegetation
9845.jpg,Vegetation
447.jpg,Offline-Module
17269.jpg,No-Anomaly
1249.jpg,Diode
443.jpg,Offline-Module
6736.jpg,Hot-Spot
11385.jpg,No-Anomaly
5123.jpg,Cell
17400.jpg,No-Anomaly
1175.jpg,Diode
7465.jpg,Cracking
17054.jpg,No-Anomaly
10278.jpg,No-Anomaly
5703.jpg,Cell
3451.jpg,Shadowing
3741.jpg,Cell-Multi
17777.jpg,No-Anomaly
17819.jpg,No-Anomaly
6212.jpg,Cell
19157.jpg,No-Anomaly
5403.jpg,Cell
3643.jpg,Cell-Multi
1373.jpg,Diode
267.jpg,Offline-Module
16688.jpg,No-Anomaly
5024.jpg,Cell
7300.jpg,Cracking
17139.jpg,No-Anomaly
15779.jpg,No-Anomaly
10771.jpg,No-Anomaly
5969.jpg,Cell
18899.jpg,No-Anomaly
10135.jpg,No-Anomaly
13387.jpg,No-Anomaly
14132.jpg,No-Anomaly
2282.jpg,Diode
3277.jpg,Shadowing
17152.jpg,No-Anomaly
5820.jpg,Cell
18783.jpg,No-Anomaly
17717.jpg,No-Anomaly
14594.jpg,No-Anomaly
19256.jpg,No-Anomaly
2302.jpg,Diode
309.jpg,Offline-Module
10491.jpg,No-Anomaly
12207.jpg,No-Anomaly
18637.jpg,No-Anomaly
10669.jpg,No-Anomaly
1825.jpg,Diode
0.jpg,Offline-Module
11757.jpg,No-Anomaly
16894.jpg,No-Anomaly
16244.jpg,No-Anomaly
12490.jpg,No-Anomaly
16986.jpg,No-Anomaly
3417.jpg,Shadowing
15911.jpg,No-Anomaly
2205.jpg,Diode
4312.jpg,Cell-Multi
18664.jpg,No-Anomaly
4083.jpg,Cell-Multi
12101.jpg,No-Anomaly
8917.jpg,Vegetation
10893.jpg,No-Anomaly
9169.jpg,Vegetation
7894.jpg,Cracking
8037.jpg,Hot-Spot-Multi
17183.jpg,No-Anomaly
16613.jpg,No-Anomaly
17911.jpg,No-Anomaly
5863.jpg,Cell
13231.jpg,No-Anomaly
12156.jpg,No-Anomaly
7936.jpg,Hot-Spot-Multi
19517.jpg,No-Anomaly
3863.jpg,Cell-Multi
6528.jpg,Cell
2579.jpg,Shadowing
17943.jpg,No-Anomaly
14953.jpg,No-Anomaly
11724.jpg,No-Anomaly
1334.jpg,Diode
5110.jpg,Cell
5904.jpg,Cell
5713.jpg,Cell
14125.jpg,No-Anomaly
10798.jpg,No-Anomaly
3349.jpg,Shadowing
14154.jpg,No-Anomaly
13015.jpg,No-Anomaly
11457.jpg,No-Anomaly
7574.jpg,Cracking
5195.jpg,Cell
1256.jpg,Diode
13785.jpg,No-Anomaly
706.jpg,Offline-Module
1717.jpg,Diode
8991.jpg,Vegetation
16391.jpg,No-Anomaly
4570.jpg,Cell-Multi
12393.jpg,No-Anomaly
18821.jpg,No-Anomaly
9608.jpg,Vegetation
7812.jpg,Cracking
13089.jpg,No-Anomaly
4958.jpg,Cell
7959.jpg,Hot-Spot-Multi
9926.jpg,Vegetation
16282.jpg,No-Anomaly
13326.jpg,No-Anomaly
10351.jpg,No-Anomaly
17658.jpg,No-Anomaly
2145.jpg,Diode
2197.jpg,Diode
13850.jpg,No-Anomaly
12621.jpg,No-Anomaly
12539.jpg,No-Anomaly
1035.jpg,Diode
11854.jpg,No-Anomaly
5068.jpg,Cell
15567.jpg,No-Anomaly
8181.jpg,Soiling
2476.jpg,Diode
14633.jpg,No-Anomaly
3800.jpg,Cell-Multi
1763.jpg,Diode
5042.jpg,Cell
17094.jpg,No-Anomaly
16923.jpg,No-Anomaly
7058.jpg,Cracking
8729.jpg,Vegetation
19956.jpg,No-Anomaly
12951.jpg,No-Anomaly
11267.jpg,No-Anomaly
4308.jpg,Cell-Multi
8846.jpg,Vegetation
17737.jpg,No-Anomaly
10469.jpg,No-Anomaly
19826.jpg,No-Anomaly
13787.jpg,No-Anomaly
3107.jpg,Shadowing
9549.jpg,Vegetation
12781.jpg,No-Anomaly
17392.jpg,No-Anomaly
9251.jpg,Vegetation
5287.jpg,Cell
5328.jpg,Cell
18164.jpg,No-Anomaly
16525.jpg,No-Anomaly
16296.jpg,No-Anomaly
11572.jpg,No-Anomaly
8147.jpg,Hot-Spot-Multi
6722.jpg,Hot-Spot
9905.jpg,Vegetation
10363.jpg,No-Anomaly
1234.jpg,Diode
4849.jpg,Cell
14493.jpg,No-Anomaly
13814.jpg,No-Anomaly
11911.jpg,No-Anomaly
18014.jpg,No-Anomaly
9782.jpg,Vegetation
12262.jpg,No-Anomaly
18900.jpg,No-Anomaly
7309.jpg,Cracking
11114.jpg,No-Anomaly
13391.jpg,No-Anomaly
8341.jpg,Soiling
1122.jpg,Diode
18934.jpg,No-Anomaly
3502.jpg,Shadowing
18401.jpg,No-Anomaly
3556.jpg,Shadowing
18108.jpg,No-Anomaly
12834.jpg,No-Anomaly
147.jpg,Offline-Module
2406.jpg,Diode
9249.jpg,Vegetation
10367.jpg,No-Anomaly
377.jpg,Offline-Module
19432.jpg,No-Anomaly
6179.jpg,Cell
8518.jpg,Vegetation
2080.jpg,Diode
19947.jpg,No-Anomaly
9486.jpg,Vegetation
19029.jpg,No-Anomaly
3058.jpg,Shadowing
4894.jpg,Cell
9470.jpg,Vegetation
1255.jpg,Diode
16624.jpg,No-Anomaly
4692.jpg,Cell-Multi
4461.jpg,Cell-Multi
1449.jpg,Diode
13994.jpg,No-Anomaly
13272.jpg,No-Anomaly
11492.jpg,No-Anomaly
8389.jpg,Vegetation
16723.jpg,No-Anomaly
5253.jpg,Cell
259.jpg,Offline-Module
7004.jpg,Cracking
8118.jpg,Hot-Spot-Multi
19635.jpg,No-Anomaly
13930.jpg,No-Anomaly
3704.jpg,Cell-Multi
15541.jpg,No-Anomaly
4118.jpg,Cell-Multi
12223.jpg,No-Anomaly
10022.jpg,No-Anomaly
3337.jpg,Shadowing
2684.jpg,Shadowing
14852.jpg,No-Anomaly
7210.jpg,Cracking
18020.jpg,No-Anomaly
15585.jpg,No-Anomaly
10914.jpg,No-Anomaly
5709.jpg,Cell
12064.jpg,No-Anomaly
4960.jpg,Cell
2986.jpg,Shadowing
11479.jpg,No-Anomaly
9111.jpg,Vegetation
10406.jpg,No-Anomaly
11550.jpg,No-Anomaly
5902.jpg,Cell
2996.jpg,Shadowing
554.jpg,Offline-Module
14129.jpg,No-Anomaly
11705.jpg,No-Anomaly
8731.jpg,Vegetation
9729.jpg,Vegetation
12053.jpg,No-Anomaly
12315.jpg,No-Anomaly
4688.jpg,Cell-Multi
16459.jpg,No-Anomaly
3045.jpg,Shadowing
3926.jpg,Cell-Multi
9398.jpg,Vegetation
10445.jpg,No-Anomaly
19004.jpg,No-Anomaly
15207.jpg,No-Anomaly
4283.jpg,Cell-Multi
2342.jpg,Diode
1307.jpg,Diode
4300.jpg,Cell-Multi
4027.jpg,Cell-Multi
15435.jpg,No-Anomaly
4522.jpg,Cell-Multi
853.jpg,Diode-Multi
1043.jpg,Diode
7986.jpg,Hot-Spot-Multi
6424.jpg,Cell
16916.jpg,No-Anomaly
10013.jpg,No-Anomaly
254.jpg,Offline-Module
1436.jpg,Diode
12570.jpg,No-Anomaly
8401.jpg,Vegetation
1471.jpg,Diode
979.jpg,Diode-Multi
7128.jpg,Cracking
10721.jpg,No-Anomaly
4623.jpg,Cell-Multi
19100.jpg,No-Anomaly
4489.jpg,Cell-Multi
9130.jpg,Vegetation
7123.jpg,Cracking
3689.jpg,Cell-Multi
12496.jpg,No-Anomaly
10451.jpg,No-Anomaly
2617.jpg,Shadowing
4659.jpg,Cell-Multi
19147.jpg,No-Anomaly
19277.jpg,No-Anomaly
13541.jpg,No-Anomaly
1430.jpg,Diode
16228.jpg,No-Anomaly
18178.jpg,No-Anomaly
9935.jpg,Vegetation
2210.jpg,Diode
4462.jpg,Cell-Multi
2123.jpg,Diode
5941.jpg,Cell
5852.jpg,Cell
15455.jpg,No-Anomaly
13971.jpg,No-Anomaly
19300.jpg,No-Anomaly
17934.jpg,No-Anomaly
11821.jpg,No-Anomaly
331.jpg,Offline-Module
12350.jpg,No-Anomaly
11400.jpg,No-Anomaly
8983.jpg,Vegetation
11915.jpg,No-Anomaly
16638.jpg,No-Anomaly
5491.jpg,Cell
14701.jpg,No-Anomaly
18319.jpg,No-Anomaly
14979.jpg,No-Anomaly
14946.jpg,No-Anomaly
2534.jpg,Shadowing
18584.jpg,No-Anomaly
13536.jpg,No-Anomaly
1510.jpg,Diode
2746.jpg,Shadowing
2204.jpg,Diode
1947.jpg,Diode
12779.jpg,No-Anomaly
7212.jpg,Cracking
14364.jpg,No-Anomaly
8139.jpg,Hot-Spot-Multi
3944.jpg,Cell-Multi
5888.jpg,Cell
415.jpg,Offline-Module
7995.jpg,Hot-Spot-Multi
3145.jpg,Shadowing
7302.jpg,Cracking
2068.jpg,Diode
9247.jpg,Vegetation
17368.jpg,No-Anomaly
4519.jpg,Cell-Multi
4096.jpg,Cell-Multi
9445.jpg,Vegetation
17990.jpg,No-Anomaly
13386.jpg,No-Anomaly
8343.jpg,Soiling
12634.jpg,No-Anomaly
362.jpg,Offline-Module
14505.jpg,No-Anomaly
7406.jpg,Cracking
10457.jpg,No-Anomaly
19639.jpg,No-Anomaly
3665.jpg,Cell-Multi
19723.jpg,No-Anomaly
7331.jpg,Cracking
177.jpg,Offline-Module
12420.jpg,No-Anomaly
19166.jpg,No-Anomaly
6762.jpg,Hot-Spot
18677.jpg,No-Anomaly
13934.jpg,No-Anomaly
256.jpg,Offline-Module
6509.jpg,Cell
4842.jpg,Cell-Multi
6570.jpg,Cell
6135.jpg,Cell
751.jpg,Offline-Module
6945.jpg,Hot-Spot
8616.jpg,Vegetation
18896.jpg,No-Anomaly
3991.jpg,Cell-Multi
6117.jpg,Cell
17459.jpg,No-Anomaly
1598.jpg,Diode
6794.jpg,Hot-Spot
1576.jpg,Diode
9530.jpg,Vegetation
12867.jpg,No-Anomaly
6006.jpg,Cell
17053.jpg,No-Anomaly
15443.jpg,No-Anomaly
622.jpg,Offline-Module
13575.jpg,No-Anomaly
360.jpg,Offline-Module
11529.jpg,No-Anomaly
15651.jpg,No-Anomaly
6422.jpg,Cell
41.jpg,Offline-Module
7447.jpg,Cracking
15683.jpg,No-Anomaly
12422.jpg,No-Anomaly
17151.jpg,No-Anomaly
10934.jpg,No-Anomaly
18193.jpg,No-Anomaly
7572.jpg,Cracking
8612.jpg,Vegetation
9301.jpg,Vegetation
10130.jpg,No-Anomaly
9446.jpg,Vegetation
586.jpg,Offline-Module
356.jpg,Offline-Module
13344.jpg,No-Anomaly
10863.jpg,No-Anomaly
12158.jpg,No-Anomaly
19656.jpg,No-Anomaly
3342.jpg,Shadowing
16071.jpg,No-Anomaly
12284.jpg,No-Anomaly
11429.jpg,No-Anomaly
18299.jpg,No-Anomaly
13877.jpg,No-Anomaly
15056.jpg,No-Anomaly
11873.jpg,No-Anomaly
17694.jpg,No-Anomaly
8063.jpg,Hot-Spot-Multi
14526.jpg,No-Anomaly
10426.jpg,No-Anomaly
4706.jpg,Cell-Multi
2985.jpg,Shadowing
2114.jpg,Diode
15832.jpg,No-Anomaly
12169.jpg,No-Anomaly
17419.jpg,No-Anomaly
15155.jpg,No-Anomaly
9715.jpg,Vegetation
13379.jpg,No-Anomaly
14603.jpg,No-Anomaly
932.jpg,Diode-Multi
8279.jpg,Soiling
13425.jpg,No-Anomaly
1868.jpg,Diode
2564.jpg,Shadowing
15783.jpg,No-Anomaly
18789.jpg,No-Anomaly
14848.jpg,No-Anomaly
17678.jpg,No-Anomaly
6731.jpg,Hot-Spot
19813.jpg,No-Anomaly
5026.jpg,Cell
2707.jpg,Shadowing
15305.jpg,No-Anomaly
12326.jpg,No-Anomaly
3297.jpg,Shadowing
17327.jpg,No-Anomaly
4910.jpg,Cell
8382.jpg,Vegetation
11203.jpg,No-Anomaly
3467.jpg,Shadowing
5242.jpg,Cell
6868.jpg,Hot-Spot
3193.jpg,Shadowing
3377.jpg,Shadowing
7289.jpg,Cracking
14725.jpg,No-Anomaly
8767.jpg,Vegetation
37.jpg,Offline-Module
10718.jpg,No-Anomaly
8813.jpg,Vegetation
1295.jpg,Diode
2143.jpg,Diode
14144.jpg,No-Anomaly
15295.jpg,No-Anomaly
19909.jpg,No-Anomaly
631.jpg,Offline-Module
18667.jpg,No-Anomaly
7037.jpg,Cracking
5886.jpg,Cell
2083.jpg,Diode
12738.jpg,No-Anomaly
16553.jpg,No-Anomaly
7549.jpg,Cracking
9307.jpg,Vegetation
11832.jpg,No-Anomaly
16468.jpg,No-Anomaly
16852.jpg,No-Anomaly
16424.jpg,No-Anomaly
18353.jpg,No-Anomaly
3416.jpg,Shadowing
15071.jpg,No-Anomaly
17364.jpg,No-Anomaly
578.jpg,Offline-Module
9325.jpg,Vegetation
17493.jpg,No-Anomaly
16989.jpg,No-Anomaly
10271.jpg,No-Anomaly
4542.jpg,Cell-Multi
13125.jpg,No-Anomaly
4435.jpg,Cell-Multi
6464.jpg,Cell
1374.jpg,Diode
9710.jpg,Vegetation
12662.jpg,No-Anomaly
13160.jpg,No-Anomaly
7583.jpg,Cracking
19879.jpg,No-Anomaly
5230.jpg,Cell
15760.jpg,No-Anomaly
14581.jpg,No-Anomaly
11150.jpg,No-Anomaly
3328.jpg,Shadowing
11472.jpg,No-Anomaly
9972.jpg,Vegetation
7441.jpg,Cracking
14764.jpg,No-Anomaly
3869.jpg,Cell-Multi
19174.jpg,No-Anomaly
12309.jpg,No-Anomaly
9065.jpg,Vegetation
7594.jpg,Cracking
3960.jpg,Cell-Multi
8886.jpg,Vegetation
6748.jpg,Hot-Spot
9863.jpg,Vegetation
9138.jpg,Vegetation
8607.jpg,Vegetation
18568.jpg,No-Anomaly
3648.jpg,Cell-Multi
12336.jpg,No-Anomaly
7453.jpg,Cracking
9633.jpg,Vegetation
66.jpg,Offline-Module
7985.jpg,Hot-Spot-Multi
4168.jpg,Cell-Multi
13861.jpg,No-Anomaly
10427.jpg,No-Anomaly
16193.jpg,No-Anomaly
16451.jpg,No-Anomaly
9533.jpg,Vegetation
12095.jpg,No-Anomaly
1323.jpg,Diode
15408.jpg,No-Anomaly
8004.jpg,Hot-Spot-Multi
8176.jpg,Soiling
6363.jpg,Cell
1517.jpg,Diode
17342.jpg,No-Anomaly
7540.jpg,Cracking
13580.jpg,No-Anomaly
10975.jpg,No-Anomaly
9615.jpg,Vegetation
2528.jpg,Shadowing
16280.jpg,No-Anomaly
6321.jpg,Cell
16339.jpg,No-Anomaly
16751.jpg,No-Anomaly
2675.jpg,Shadowing
6402.jpg,Cell
6552.jpg,Cell
14646.jpg,No-Anomaly
7615.jpg,Cracking
12068.jpg,No-Anomaly
8449.jpg,Vegetation
10145.jpg,No-Anomaly
5232.jpg,Cell
663.jpg,Offline-Module
13957.jpg,No-Anomaly
5543.jpg,Cell
10593.jpg,No-Anomaly
1847.jpg,Diode
12412.jpg,No-Anomaly
7292.jpg,Cracking
2728.jpg,Shadowing
16980.jpg,No-Anomaly
11698.jpg,No-Anomaly
11139.jpg,No-Anomaly
4375.jpg,Cell-Multi
10425.jpg,No-Anomaly
4954.jpg,Cell
7759.jpg,Cracking
6959.jpg,Hot-Spot
400.jpg,Offline-Module
11440.jpg,No-Anomaly
17244.jpg,No-Anomaly
5259.jpg,Cell
12727.jpg,No-Anomaly
4799.jpg,Cell-Multi
19377.jpg,No-Anomaly
218.jpg,Offline-Module
17105.jpg,No-Anomaly
5185.jpg,Cell
14173.jpg,No-Anomaly
5697.jpg,Cell
7895.jpg,Cracking
1300.jpg,Diode
121.jpg,Offline-Module
4305.jpg,Cell-Multi
12770.jpg,No-Anomaly
5404.jpg,Cell
3005.jpg,Shadowing
13911.jpg,No-Anomaly
16646.jpg,No-Anomaly
17739.jpg,No-Anomaly
13401.jpg,No-Anomaly
3721.jpg,Cell-Multi
3464.jpg,Shadowing
10289.jpg,No-Anomaly
3616.jpg,Cell-Multi
6449.jpg,Cell
18874.jpg,No-Anomaly
11101.jpg,No-Anomaly
6806.jpg,Hot-Spot
11536.jpg,No-Anomaly
11928.jpg,No-Anomaly
9546.jpg,Vegetation
7997.jpg,Hot-Spot-Multi
7259.jpg,Cracking
6766.jpg,Hot-Spot
10379.jpg,No-Anomaly
6787.jpg,Hot-Spot
2820.jpg,Shadowing
3957.jpg,Cell-Multi
6328.jpg,Cell
6227.jpg,Cell
16988.jpg,No-Anomaly
1311.jpg,Diode
12755.jpg,No-Anomaly
18810.jpg,No-Anomaly
16878.jpg,No-Anomaly
12713.jpg,No-Anomaly
19548.jpg,No-Anomaly
16208.jpg,No-Anomaly
9308.jpg,Vegetation
18235.jpg,No-Anomaly
1593.jpg,Diode
19910.jpg,No-Anomaly
2932.jpg,Shadowing
4919.jpg,Cell
339.jpg,Offline-Module
6504.jpg,Cell
4667.jpg,Cell-Multi
16891.jpg,No-Anomaly
16719.jpg,No-Anomaly
14278.jpg,No-Anomaly
1173.jpg,Diode
2668.jpg,Shadowing
5667.jpg,Cell
19321.jpg,No-Anomaly
580.jpg,Offline-Module
9085.jpg,Vegetation
19129.jpg,No-Anomaly
18368.jpg,No-Anomaly
3698.jpg,Cell-Multi
2161.jpg,Diode
3311.jpg,Shadowing
9885.jpg,Vegetation
7774.jpg,Cracking
2610.jpg,Shadowing
9628.jpg,Vegetation
10156.jpg,No-Anomaly
67.jpg,Offline-Module
10514.jpg,No-Anomaly
5390.jpg,Cell
14932.jpg,No-Anomaly
7554.jpg,Cracking
17165.jpg,No-Anomaly
5128.jpg,Cell
8868.jpg,Vegetation
17684.jpg,No-Anomaly
10789.jpg,No-Anomaly
19404.jpg,No-Anomaly
2010.jpg,Diode
3516.jpg,Shadowing
3072.jpg,Shadowing
5615.jpg,Cell
626.jpg,Offline-Module
10560.jpg,No-Anomaly
3176.jpg,Shadowing
10347.jpg,No-Anomaly
16047.jpg,No-Anomaly
10110.jpg,No-Anomaly
8536.jpg,Vegetation
11788.jpg,No-Anomaly
15830.jpg,No-Anomaly
12554.jpg,No-Anomaly
18436.jpg,No-Anomaly
12938.jpg,No-Anomaly
15252.jpg,No-Anomaly
18877.jpg,No-Anomaly
17243.jpg,No-Anomaly
6990.jpg,Cracking
9648.jpg,Vegetation
12875.jpg,No-Anomaly
7248.jpg,Cracking
3269.jpg,Shadowing
19710.jpg,No-Anomaly
19936.jpg,No-Anomaly
17234.jpg,No-Anomaly
2215.jpg,Diode
13041.jpg,No-Anomaly
5966.jpg,Cell
7471.jpg,Cracking
18752.jpg,No-Anomaly
12814.jpg,No-Anomaly
13860.jpg,No-Anomaly
313.jpg,Offline-Module
14419.jpg,No-Anomaly
14248.jpg,No-Anomaly
5803.jpg,Cell
4459.jpg,Cell-Multi
10472.jpg,No-Anomaly
8357.jpg,Soiling
13397.jpg,No-Anomaly
15952.jpg,No-Anomaly
7403.jpg,Cracking
9328.jpg,Vegetation
2174.jpg,Diode
5499.jpg,Cell
11852.jpg,No-Anomaly
16571.jpg,No-Anomaly
2183.jpg,Diode
5654.jpg,Cell
16709.jpg,No-Anomaly
1389.jpg,Diode
1139.jpg,Diode
10746.jpg,No-Anomaly
5637.jpg,Cell
13301.jpg,No-Anomaly
16776.jpg,No-Anomaly
765.jpg,Offline-Module
6576.jpg,Cell
3509.jpg,Shadowing
2531.jpg,Shadowing
11076.jpg,No-Anomaly
8368.jpg,Vegetation
17958.jpg,No-Anomaly
2641.jpg,Shadowing
2125.jpg,Diode
16455.jpg,No-Anomaly
5664.jpg,Cell
12965.jpg,No-Anomaly
14070.jpg,No-Anomaly
7000.jpg,Cracking
17085.jpg,No-Anomaly
14710.jpg,No-Anomaly
13506.jpg,No-Anomaly
5729.jpg,Cell
19049.jpg,No-Anomaly
9430.jpg,Vegetation
13319.jpg,No-Anomaly
380.jpg,Offline-Module
1451.jpg,Diode
883.jpg,Diode-Multi
971.jpg,Diode-Multi
9338.jpg,Vegetation
17553.jpg,No-Anomaly
8494.jpg,Vegetation
521.jpg,Offline-Module
2770.jpg,Shadowing
12881.jpg,No-Anomaly
17890.jpg,No-Anomaly
12627.jpg,No-Anomaly
12160.jpg,No-Anomaly
11224.jpg,No-Anomaly
10767.jpg,No-Anomaly
15256.jpg,No-Anomaly
5964.jpg,Cell
4900.jpg,Cell
11043.jpg,No-Anomaly
613.jpg,Offline-Module
8633.jpg,Vegetation
17474.jpg,No-Anomaly
15380.jpg,No-Anomaly
17857.jpg,No-Anomaly
17068.jpg,No-Anomaly
3365.jpg,Shadowing
8158.jpg,Soiling
19687.jpg,No-Anomaly
5661.jpg,Cell
19784.jpg,No-Anomaly
11625.jpg,No-Anomaly
16788.jpg,No-Anomaly
15987.jpg,No-Anomaly
6881.jpg,Hot-Spot
18602.jpg,No-Anomaly
11170.jpg,No-Anomaly
14446.jpg,No-Anomaly
10613.jpg,No-Anomaly
13006.jpg,No-Anomaly
841.jpg,Diode-Multi
1072.jpg,Diode
9853.jpg,Vegetation
5970.jpg,Cell
8464.jpg,Vegetation
611.jpg,Offline-Module
11376.jpg,No-Anomaly
13194.jpg,No-Anomaly
