img_id,label
15057,No-Anomaly
7691,Cracking
3652,Cell-Multi
19899,No-Anomaly
6503,Cell
1458,Diode
559,Offline-Module
17261,No-Anomaly
18640,No-Anomaly
2777,Shadowing
4335,Cell-Multi
19515,No-Anomaly
10203,No-Anomaly
6746,Hot-Spot
7698,Cracking
7659,Cracking
12439,No-Anomaly
13155,No-Anomaly
4259,Cell-Multi
355,Offline-Module
2285,Diode
1559,Diode
16780,No-Anomaly
6,Offline-Module
17981,No-Anomaly
4089,Cell-Multi
10044,No-Anomaly
19930,No-Anomaly
15809,No-Anomaly
11709,No-Anomaly
16117,No-Anomaly
9730,Vegetation
5412,Cell
663,Offline-Module
11291,No-Anomaly
16473,No-Anomaly
18933,No-Anomaly
18529,No-Anomaly
15940,No-Anomaly
13195,No-Anomaly
18637,No-Anomaly
9197,Vegetation
10432,No-Anomaly
9168,Vegetation
14425,No-Anomaly
9014,Vegetation
6700,Cell
2016,Diode
7259,Cracking
5034,Cell
9262,Vegetation
5979,Cell
19199,No-Anomaly
4428,Cell-Multi
12290,No-Anomaly
19864,No-Anomaly
15286,No-Anomaly
15869,No-Anomaly
13896,No-Anomaly
13652,No-Anomaly
12164,No-Anomaly
5879,Cell
8818,Vegetation
9662,Vegetation
2530,Shadowing
7836,Cracking
5438,Cell
16983,No-Anomaly
11047,No-Anomaly
19676,No-Anomaly
16540,No-Anomaly
3737,Cell-Multi
9843,Vegetation
9522,Vegetation
12494,No-Anomaly
2010,Diode
11563,No-Anomaly
18682,No-Anomaly
19179,No-Anomaly
10539,No-Anomaly
10502,No-Anomaly
19710,No-Anomaly
12671,No-Anomaly
8378,Vegetation
8209,Soiling
10554,No-Anomaly
14057,No-Anomaly
15607,No-Anomaly
17017,No-Anomaly
8624,Vegetation
4099,Cell-Multi
15963,No-Anomaly
12585,No-Anomaly
8132,Hot-Spot-Multi
10624,No-Anomaly
14731,No-Anomaly
8804,Vegetation
18400,No-Anomaly
2601,Shadowing
12486,No-Anomaly
13146,No-Anomaly
12110,No-Anomaly
4881,Cell
5236,Cell
6001,Cell
19162,No-Anomaly
15735,No-Anomaly
19640,No-Anomaly
17584,No-Anomaly
4536,Cell-Multi
6537,Cell
12409,No-Anomaly
9329,Vegetation
18723,No-Anomaly
13346,No-Anomaly
8618,Vegetation
16098,No-Anomaly
19257,No-Anomaly
8023,Hot-Spot-Multi
18092,No-Anomaly
4701,Cell-Multi
17091,No-Anomaly
6872,Hot-Spot
6692,Cell
1834,Diode
15589,No-Anomaly
2946,Shadowing
13367,No-Anomaly
4512,Cell-Multi
4932,Cell
11080,No-Anomaly
6155,Cell
19667,No-Anomaly
5483,Cell
7214,Cracking
5247,Cell
11835,No-Anomaly
4643,Cell-Multi
13515,No-Anomaly
6352,Cell
13533,No-Anomaly
4054,Cell-Multi
14373,No-Anomaly
11727,No-Anomaly
4386,Cell-Multi
11790,No-Anomaly
8141,Hot-Spot-Multi
7812,Cracking
14519,No-Anomaly
10548,No-Anomaly
13049,No-Anomaly
2526,Shadowing
8089,Hot-Spot-Multi
11523,No-Anomaly
11761,No-Anomaly
5457,Cell
9642,Vegetation
3620,Cell-Multi
18152,No-Anomaly
2911,Shadowing
17245,No-Anomaly
6086,Cell
7040,Cracking
7163,Cracking
11776,No-Anomaly
18403,No-Anomaly
412,Offline-Module
4843,Cell-Multi
2469,Diode
14362,No-Anomaly
17130,No-Anomaly
11705,No-Anomaly
19559,No-Anomaly
18446,No-Anomaly
562,Offline-Module
14392,No-Anomaly
16859,No-Anomaly
8202,Soiling
1406,Diode
18531,No-Anomaly
3368,Shadowing
12317,No-Anomaly
19347,No-Anomaly
10585,No-Anomaly
12783,No-Anomaly
10113,No-Anomaly
12778,No-Anomaly
16437,No-Anomaly
16120,No-Anomaly
13350,No-Anomaly
6164,Cell
1276,Diode
9759,Vegetation
10851,No-Anomaly
19244,No-Anomaly
19548,No-Anomaly
2976,Shadowing
16619,No-Anomaly
13957,No-Anomaly
10987,No-Anomaly
11096,No-Anomaly
5627,Cell
19006,No-Anomaly
9679,Vegetation
10654,No-Anomaly
10015,No-Anomaly
5914,Cell
12649,No-Anomaly
3401,Shadowing
18484,No-Anomaly
18494,No-Anomaly
17823,No-Anomaly
6788,Hot-Spot
13447,No-Anomaly
4922,Cell
7599,Cracking
18764,No-Anomaly
12428,No-Anomaly
7496,Cracking
10458,No-Anomaly
16247,No-Anomaly
5877,Cell
2236,Diode
13943,No-Anomaly
4732,Cell-Multi
8576,Vegetation
6702,Cell
16682,No-Anomaly
9904,Vegetation
9381,Vegetation
6118,Cell
18025,No-Anomaly
4472,Cell-Multi
13473,No-Anomaly
6879,Hot-Spot
10913,No-Anomaly
8757,Vegetation
14812,No-Anomaly
7906,Cracking
2898,Shadowing
4834,Cell-Multi
12010,No-Anomaly
9673,Vegetation
4290,Cell-Multi
8877,Vegetation
16943,No-Anomaly
12900,No-Anomaly
17628,No-Anomaly
8856,Vegetation
7569,Cracking
15661,No-Anomaly
6594,Cell
18383,No-Anomaly
19662,No-Anomaly
2020,Diode
2318,Diode
1410,Diode
16692,No-Anomaly
9616,Vegetation
12122,No-Anomaly
19460,No-Anomaly
13148,No-Anomaly
382,Offline-Module
6455,Cell
1221,Diode
2081,Diode
15323,No-Anomaly
18858,No-Anomaly
5342,Cell
4008,Cell-Multi
19188,No-Anomaly
4385,Cell-Multi
19748,No-Anomaly
2274,Diode
14206,No-Anomaly
5357,Cell
9548,Vegetation
11030,No-Anomaly
18632,No-Anomaly
8853,Vegetation
13382,No-Anomaly
7184,Cracking
14690,No-Anomaly
7575,Cracking
5771,Cell
10556,No-Anomaly
10163,No-Anomaly
14559,No-Anomaly
3720,Cell-Multi
1568,Diode
17615,No-Anomaly
17756,No-Anomaly
16587,No-Anomaly
16586,No-Anomaly
7561,Cracking
4019,Cell-Multi
3245,Shadowing
10860,No-Anomaly
9219,Vegetation
15715,No-Anomaly
8891,Vegetation
10870,No-Anomaly
9569,Vegetation
16226,No-Anomaly
1486,Diode
13960,No-Anomaly
15933,No-Anomaly
15512,No-Anomaly
18607,No-Anomaly
8564,Vegetation
9714,Vegetation
10040,No-Anomaly
15733,No-Anomaly
11302,No-Anomaly
2622,Shadowing
410,Offline-Module
7072,Cracking
136,Offline-Module
8344,Soiling
15973,No-Anomaly
12160,No-Anomaly
1902,Diode
19778,No-Anomaly
2059,Diode
5989,Cell
7782,Cracking
659,Offline-Module
5212,Cell
2048,Diode
1648,Diode
19448,No-Anomaly
16093,No-Anomaly
14365,No-Anomaly
15392,No-Anomaly
17661,No-Anomaly
17947,No-Anomaly
13376,No-Anomaly
18864,No-Anomaly
2593,Shadowing
13472,No-Anomaly
14205,No-Anomaly
19787,No-Anomaly
2895,Shadowing
10335,No-Anomaly
10681,No-Anomaly
11499,No-Anomaly
310,Offline-Module
596,Offline-Module
17772,No-Anomaly
16852,No-Anomaly
19876,No-Anomaly
16930,No-Anomaly
8516,Vegetation
10208,No-Anomaly
4668,Cell-Multi
19668,No-Anomaly
11759,No-Anomaly
13654,No-Anomaly
10751,No-Anomaly
15812,No-Anomaly
8246,Soiling
7683,Cracking
5285,Cell
18975,No-Anomaly
12450,No-Anomaly
4213,Cell-Multi
11804,No-Anomaly
17672,No-Anomaly
10474,No-Anomaly
17912,No-Anomaly
18642,No-Anomaly
13070,No-Anomaly
7399,Cracking
4443,Cell-Multi
19172,No-Anomaly
15175,No-Anomaly
17517,No-Anomaly
10818,No-Anomaly
15491,No-Anomaly
17747,No-Anomaly
7990,Hot-Spot-Multi
6514,Cell
6723,Hot-Spot
9338,Vegetation
10864,No-Anomaly
1779,Diode
4112,Cell-Multi
2101,Diode
14578,No-Anomaly
18078,No-Anomaly
10528,No-Anomaly
12730,No-Anomaly
1258,Diode
715,Offline-Module
16911,No-Anomaly
13604,No-Anomaly
4673,Cell-Multi
14051,No-Anomaly
221,Offline-Module
10416,No-Anomaly
8872,Vegetation
6976,Cracking
7941,Hot-Spot-Multi
16783,No-Anomaly
19266,No-Anomaly
10979,No-Anomaly
16246,No-Anomaly
9735,Vegetation
2139,Diode
5887,Cell
1928,Diode
12044,No-Anomaly
13772,No-Anomaly
985,Diode-Multi
13673,No-Anomaly
10510,No-Anomaly
1373,Diode
14428,No-Anomaly
19036,No-Anomaly
7670,Cracking
378,Offline-Module
8254,Soiling
5216,Cell
17577,No-Anomaly
5851,Cell
13687,No-Anomaly
9984,Vegetation
923,Diode-Multi
18507,No-Anomaly
12068,No-Anomaly
4904,Cell
5519,Cell
13158,No-Anomaly
4948,Cell
5577,Cell
11217,No-Anomaly
7420,Cracking
8313,Soiling
13283,No-Anomaly
13312,No-Anomaly
5649,Cell
17533,No-Anomaly
15174,No-Anomaly
2226,Diode
9382,Vegetation
12325,No-Anomaly
3753,Cell-Multi
11026,No-Anomaly
18683,No-Anomaly
4180,Cell-Multi
3178,Shadowing
8056,Hot-Spot-Multi
8227,Soiling
9635,Vegetation
15593,No-Anomaly
18219,No-Anomaly
14982,No-Anomaly
6392,Cell
7903,Cracking
10879,No-Anomaly
15399,No-Anomaly
12939,No-Anomaly
18501,No-Anomaly
17536,No-Anomaly
17982,No-Anomaly
10952,No-Anomaly
6262,Cell
11659,No-Anomaly
1077,Diode
5762,Cell
10221,No-Anomaly
19998,No-Anomaly
11881,No-Anomaly
9304,Vegetation
17262,No-Anomaly
6896,Hot-Spot
6018,Cell
4303,Cell-Multi
4779,Cell-Multi
8145,Hot-Spot-Multi
9080,Vegetation
13811,No-Anomaly
17047,No-Anomaly
385,Offline-Module
6253,Cell
18752,No-Anomaly
427,Offline-Module
17164,No-Anomaly
13263,No-Anomaly
19228,No-Anomaly
10404,No-Anomaly
8905,Vegetation
10399,No-Anomaly
5011,Cell
2893,Shadowing
8890,Vegetation
17239,No-Anomaly
532,Offline-Module
12262,No-Anomaly
18839,No-Anomaly
6747,Hot-Spot
5074,Cell
11946,No-Anomaly
11858,No-Anomaly
7447,Cracking
8711,Vegetation
8702,Vegetation
12697,No-Anomaly
4723,Cell-Multi
6777,Hot-Spot
17610,No-Anomaly
17802,No-Anomaly
2430,Diode
2654,Shadowing
5586,Cell
19745,No-Anomaly
3169,Shadowing
17895,No-Anomaly
11877,No-Anomaly
14290,No-Anomaly
11513,No-Anomaly
15553,No-Anomaly
855,Diode-Multi
17113,No-Anomaly
10022,No-Anomaly
16180,No-Anomaly
13104,No-Anomaly
7761,Cracking
3356,Shadowing
12673,No-Anomaly
3438,Shadowing
4994,Cell
11418,No-Anomaly
7241,Cracking
12308,No-Anomaly
17063,No-Anomaly
12170,No-Anomaly
10564,No-Anomaly
11045,No-Anomaly
7987,Hot-Spot-Multi
8097,Hot-Spot-Multi
10377,No-Anomaly
15015,No-Anomaly
6767,Hot-Spot
14742,No-Anomaly
7355,Cracking
4163,Cell-Multi
2367,Diode
13125,No-Anomaly
7407,Cracking
8442,Vegetation
15409,No-Anomaly
18019,No-Anomaly
18073,No-Anomaly
13949,No-Anomaly
1321,Diode
8992,Vegetation
9091,Vegetation
3664,Cell-Multi
4215,Cell-Multi
19631,No-Anomaly
15882,No-Anomaly
16731,No-Anomaly
360,Offline-Module
12872,No-Anomaly
2175,Diode
10353,No-Anomaly
13541,No-Anomaly
19481,No-Anomaly
12733,No-Anomaly
2131,Diode
12119,No-Anomaly
2613,Shadowing
19680,No-Anomaly
13461,No-Anomaly
4977,Cell
6595,Cell
13595,No-Anomaly
4318,Cell-Multi
2988,Shadowing
1576,Diode
3147,Shadowing
8278,Soiling
17691,No-Anomaly
11165,No-Anomaly
19504,No-Anomaly
15745,No-Anomaly
11646,No-Anomaly
15141,No-Anomaly
19695,No-Anomaly
645,Offline-Module
13408,No-Anomaly
14153,No-Anomaly
3384,Shadowing
19522,No-Anomaly
6303,Cell
10472,No-Anomaly
6282,Cell
5270,Cell
14898,No-Anomaly
7713,Cracking
11801,No-Anomaly
13958,No-Anomaly
19882,No-Anomaly
15817,No-Anomaly
18789,No-Anomaly
10245,No-Anomaly
12975,No-Anomaly
5089,Cell
15484,No-Anomaly
11311,No-Anomaly
5841,Cell
7838,Cracking
11880,No-Anomaly
12710,No-Anomaly
16831,No-Anomaly
9254,Vegetation
16490,No-Anomaly
19497,No-Anomaly
19844,No-Anomaly
3584,Cell-Multi
11966,No-Anomaly
7052,Cracking
4191,Cell-Multi
12613,No-Anomaly
529,Offline-Module
19622,No-Anomaly
7717,Cracking
19359,No-Anomaly
12065,No-Anomaly
6549,Cell
7514,Cracking
4928,Cell
11929,No-Anomaly
12993,No-Anomaly
13422,No-Anomaly
4862,Cell
3345,Shadowing
10275,No-Anomaly
8034,Hot-Spot-Multi
3101,Shadowing
2354,Diode
155,Offline-Module
497,Offline-Module
12779,No-Anomaly
11666,No-Anomaly
16351,No-Anomaly
15937,No-Anomaly
592,Offline-Module
8233,Soiling
19450,No-Anomaly
14926,No-Anomaly
9237,Vegetation
7797,Cracking
8133,Hot-Spot-Multi
7222,Cracking
10470,No-Anomaly
9026,Vegetation
18442,No-Anomaly
14969,No-Anomaly
8866,Vegetation
7978,Hot-Spot-Multi
18699,No-Anomaly
13139,No-Anomaly
15450,No-Anomaly
6336,Cell
13218,No-Anomaly
8986,Vegetation
5288,Cell
18451,No-Anomaly
12695,No-Anomaly
9052,Vegetation
79,Offline-Module
17622,No-Anomaly
9114,Vegetation
3332,Shadowing
1251,Diode
5150,Cell
5000,Cell
19300,No-Anomaly
16486,No-Anomaly
14182,No-Anomaly
1376,Diode
17686,No-Anomaly
14572,No-Anomaly
18570,No-Anomaly
17184,No-Anomaly
3692,Cell-Multi
11062,No-Anomaly
10605,No-Anomaly
163,Offline-Module
766,Offline-Module
3568,Cell-Multi
15902,No-Anomaly
5146,Cell
5925,Cell
5742,Cell
3480,Shadowing
12407,No-Anomaly
10381,No-Anomaly
1774,Diode
7658,Cracking
18812,No-Anomaly
17634,No-Anomaly
10559,No-Anomaly
7719,Cracking
8289,Soiling
11434,No-Anomaly
11863,No-Anomaly
5324,Cell
11556,No-Anomaly
7760,Cracking
18411,No-Anomaly
12709,No-Anomaly
976,Diode-Multi
8687,Vegetation
1474,Diode
10086,No-Anomaly
17046,No-Anomaly
15405,No-Anomaly
1531,Diode
7849,Cracking
18638,No-Anomaly
1187,Diode
18886,No-Anomaly
15750,No-Anomaly
13118,No-Anomaly
4635,Cell-Multi
11912,No-Anomaly
9815,Vegetation
2620,Shadowing
8210,Soiling
16584,No-Anomaly
13255,No-Anomaly
11192,No-Anomaly
2694,Shadowing
4245,Cell-Multi
15443,No-Anomaly
19835,No-Anomaly
2029,Diode
4962,Cell
3976,Cell-Multi
9708,Vegetation
13719,No-Anomaly
11222,No-Anomaly
7236,Cracking
9496,Vegetation
14669,No-Anomaly
1215,Diode
18293,No-Anomaly
4754,Cell-Multi
17894,No-Anomaly
8970,Vegetation
14568,No-Anomaly
89,Offline-Module
7602,Cracking
19392,No-Anomaly
19580,No-Anomaly
4422,Cell-Multi
8868,Vegetation
17378,No-Anomaly
5120,Cell
12964,No-Anomaly
12029,No-Anomaly
6900,Hot-Spot
19373,No-Anomaly
10050,No-Anomaly
12392,No-Anomaly
916,Diode-Multi
12996,No-Anomaly
7512,Cracking
7618,Cracking
5909,Cell
3164,Shadowing
15378,No-Anomaly
16561,No-Anomaly
8031,Hot-Spot-Multi
2311,Diode
1045,Diode
5764,Cell
14590,No-Anomaly
7464,Cracking
6259,Cell
7747,Cracking
10089,No-Anomaly
10590,No-Anomaly
14565,No-Anomaly
1280,Diode
5292,Cell
18587,No-Anomaly
6222,Cell
18506,No-Anomaly
11428,No-Anomaly
18294,No-Anomaly
1920,Diode
18448,No-Anomaly
18445,No-Anomaly
991,Diode-Multi
12168,No-Anomaly
12440,No-Anomaly
12815,No-Anomaly
12818,No-Anomaly
16503,No-Anomaly
19943,No-Anomaly
16269,No-Anomaly
19977,No-Anomaly
5262,Cell
4613,Cell-Multi
7388,Cracking
10547,No-Anomaly
15636,No-Anomaly
11130,No-Anomaly
5187,Cell
1335,Diode
11391,No-Anomaly
18449,No-Anomaly
17916,No-Anomaly
3538,Shadowing
3007,Shadowing
2507,Shadowing
16322,No-Anomaly
5758,Cell
7417,Cracking
18658,No-Anomaly
14301,No-Anomaly
13676,No-Anomaly
15606,No-Anomaly
739,Offline-Module
8480,Vegetation
5257,Cell
11704,No-Anomaly
5261,Cell
14816,No-Anomaly
3950,Cell-Multi
18419,No-Anomaly
16172,No-Anomaly
3543,Shadowing
7119,Cracking
14879,No-Anomaly
3009,Shadowing
1201,Diode
6991,Cracking
10336,No-Anomaly
11620,No-Anomaly
1735,Diode
6388,Cell
13199,No-Anomaly
4498,Cell-Multi
3060,Shadowing
9159,Vegetation
12061,No-Anomaly
6125,Cell
6032,Cell
6017,Cell
14784,No-Anomaly
11088,No-Anomaly
2624,Shadowing
465,Offline-Module
174,Offline-Module
1906,Diode
9138,Vegetation
10175,No-Anomaly
3034,Shadowing
9443,Vegetation
17892,No-Anomaly
10726,No-Anomaly
8528,Vegetation
8619,Vegetation
4143,Cell-Multi
16632,No-Anomaly
3565,Cell-Multi
5776,Cell
607,Offline-Module
17851,No-Anomaly
3393,Shadowing
17781,No-Anomaly
18808,No-Anomaly
9400,Vegetation
2404,Diode
12907,No-Anomaly
1005,Diode
16888,No-Anomaly
8520,Vegetation
13035,No-Anomaly
6441,Cell
12176,No-Anomaly
14738,No-Anomaly
5692,Cell
15747,No-Anomaly
8282,Soiling
18041,No-Anomaly
2061,Diode
17928,No-Anomaly
9314,Vegetation
3573,Cell-Multi
17206,No-Anomaly
15479,No-Anomaly
12200,No-Anomaly
19997,No-Anomaly
17569,No-Anomaly
13496,No-Anomaly
2726,Shadowing
8076,Hot-Spot-Multi
17983,No-Anomaly
8489,Vegetation
3192,Shadowing
12085,No-Anomaly
14138,No-Anomaly
9211,Vegetation
19507,No-Anomaly
1379,Diode
8756,Vegetation
18373,No-Anomaly
8156,Hot-Spot-Multi
2697,Shadowing
15004,No-Anomaly
8907,Vegetation
9008,Vegetation
7499,Cracking
18905,No-Anomaly
294,Offline-Module
8967,Vegetation
1462,Diode
2230,Diode
11671,No-Anomaly
13867,No-Anomaly
9465,Vegetation
12565,No-Anomaly
18800,No-Anomaly
373,Offline-Module
8669,Vegetation
12277,No-Anomaly
9858,Vegetation
13786,No-Anomaly
6230,Cell
498,Offline-Module
18765,No-Anomaly
7853,Cracking
19530,No-Anomaly
358,Offline-Module
17039,No-Anomaly
15581,No-Anomaly
2346,Diode
8222,Soiling
2004,Diode
5935,Cell
5906,Cell
8994,Vegetation
11339,No-Anomaly
18115,No-Anomaly
9212,Vegetation
9231,Vegetation
7945,Hot-Spot-Multi
11328,No-Anomaly
5819,Cell
18216,No-Anomaly
13183,No-Anomaly
9726,Vegetation
13307,No-Anomaly
1653,Diode
1540,Diode
16538,No-Anomaly
17554,No-Anomaly
5536,Cell
6406,Cell
14243,No-Anomaly
19714,No-Anomaly
3328,Shadowing
5466,Cell
12938,No-Anomaly
12080,No-Anomaly
2399,Diode
1363,Diode
17484,No-Anomaly
15469,No-Anomaly
981,Diode-Multi
1278,Diode
10347,No-Anomaly
5618,Cell
4224,Cell-Multi
3848,Cell-Multi
12289,No-Anomaly
6153,Cell
13850,No-Anomaly
16448,No-Anomaly
7818,Cracking
14542,No-Anomaly
7401,Cracking
15923,No-Anomaly
11942,No-Anomaly
10937,No-Anomaly
18577,No-Anomaly
15050,No-Anomaly
16677,No-Anomaly
15731,No-Anomaly
1612,Diode
10661,No-Anomaly
10562,No-Anomaly
6063,Cell
13026,No-Anomaly
9706,Vegetation
19985,No-Anomaly
5456,Cell
17920,No-Anomaly
6263,Cell
8099,Hot-Spot-Multi
1856,Diode
3485,Shadowing
11993,No-Anomaly
5807,Cell
7943,Hot-Spot-Multi
1219,Diode
14959,No-Anomaly
4878,Cell
7043,Cracking
10031,No-Anomaly
1402,Diode
7975,Hot-Spot-Multi
16893,No-Anomaly
2239,Diode
17563,No-Anomaly
14793,No-Anomaly
9868,Vegetation
9701,Vegetation
19599,No-Anomaly
14758,No-Anomaly
4908,Cell
1835,Diode
7763,Cracking
5927,Cell
9490,Vegetation
11258,No-Anomaly
2524,Shadowing
8929,Vegetation
5850,Cell
762,Offline-Module
19198,No-Anomaly
5710,Cell
14697,No-Anomaly
15487,No-Anomaly
12064,No-Anomaly
3107,Shadowing
17082,No-Anomaly
14831,No-Anomaly
15415,No-Anomaly
1844,Diode
14014,No-Anomaly
3902,Cell-Multi
17325,No-Anomaly
13126,No-Anomaly
9436,Vegetation
17128,No-Anomaly
14868,No-Anomaly
14956,No-Anomaly
5208,Cell
10231,No-Anomaly
5325,Cell
3598,Cell-Multi
9997,Vegetation
575,Offline-Module
1284,Diode
4790,Cell-Multi
2199,Diode
19145,No-Anomaly
19279,No-Anomaly
4037,Cell-Multi
11909,No-Anomaly
881,Diode-Multi
7644,Cracking
15413,No-Anomaly
10584,No-Anomaly
2848,Shadowing
15026,No-Anomaly
8531,Vegetation
4618,Cell-Multi
14319,No-Anomaly
17222,No-Anomaly
4490,Cell-Multi
19296,No-Anomaly
4897,Cell
6716,Cell
8794,Vegetation
8572,Vegetation
6327,Cell
8360,Soiling
2196,Diode
6923,Hot-Spot
18255,No-Anomaly
19703,No-Anomaly
9771,Vegetation
11106,No-Anomaly
10503,No-Anomaly
19561,No-Anomaly
6496,Cell
11795,No-Anomaly
139,Offline-Module
4906,Cell
18538,No-Anomaly
2818,Shadowing
16613,No-Anomaly
18193,No-Anomaly
3456,Shadowing
9360,Vegetation
14239,No-Anomaly
4251,Cell-Multi
16169,No-Anomaly
16812,No-Anomaly
8704,Vegetation
2851,Shadowing
17247,No-Anomaly
14643,No-Anomaly
3475,Shadowing
10278,No-Anomaly
7298,Cracking
4366,Cell-Multi
9501,Vegetation
9728,Vegetation
5597,Cell
371,Offline-Module
11668,No-Anomaly
17739,No-Anomaly
17942,No-Anomaly
18471,No-Anomaly
11843,No-Anomaly
582,Offline-Module
3214,Shadowing
7257,Cracking
10521,No-Anomaly
9312,Vegetation
5447,Cell
15726,No-Anomaly
16370,No-Anomaly
19035,No-Anomaly
15930,No-Anomaly
14822,No-Anomaly
14303,No-Anomaly
10869,No-Anomaly
3498,Shadowing
12347,No-Anomaly
8980,Vegetation
3205,Shadowing
1743,Diode
4445,Cell-Multi
6411,Cell
6428,Cell
14733,No-Anomaly
5461,Cell
9371,Vegetation
19245,No-Anomaly
954,Diode-Multi
5151,Cell
5248,Cell
16398,No-Anomaly
13358,No-Anomaly
19247,No-Anomaly
15597,No-Anomaly
12274,No-Anomaly
8453,Vegetation
13089,No-Anomaly
430,Offline-Module
13932,No-Anomaly
6965,Hot-Spot
19498,No-Anomaly
693,Offline-Module
12212,No-Anomaly
18919,No-Anomaly
1103,Diode
3553,Shadowing
9585,Vegetation
1591,Diode
17192,No-Anomaly
3247,Shadowing
11714,No-Anomaly
2597,Shadowing
16287,No-Anomaly
8813,Vegetation
469,Offline-Module
3635,Cell-Multi
19163,No-Anomaly
2925,Shadowing
19611,No-Anomaly
10396,No-Anomaly
11247,No-Anomaly
12707,No-Anomaly
3936,Cell-Multi
13547,No-Anomaly
16706,No-Anomaly
1223,Diode
4507,Cell-Multi
2276,Diode
8073,Hot-Spot-Multi
15840,No-Anomaly
10867,No-Anomaly
7742,Cracking
19107,No-Anomaly
19519,No-Anomaly
1917,Diode
2844,Shadowing
16115,No-Anomaly
16886,No-Anomaly
17371,No-Anomaly
13756,No-Anomaly
11157,No-Anomaly
5991,Cell
19270,No-Anomaly
16718,No-Anomaly
10815,No-Anomaly
1040,Diode
9113,Vegetation
3911,Cell-Multi
12115,No-Anomaly
16197,No-Anomaly
15425,No-Anomaly
11849,No-Anomaly
5473,Cell
17751,No-Anomaly
18776,No-Anomaly
6360,Cell
2443,Diode
1918,Diode
9090,Vegetation
3228,Shadowing
19941,No-Anomaly
16457,No-Anomaly
7929,Hot-Spot-Multi
8054,Hot-Spot-Multi
10761,No-Anomaly
1285,Diode
7166,Cracking
13163,No-Anomaly
16134,No-Anomaly
10075,No-Anomaly
878,Diode-Multi
8723,Vegetation
11726,No-Anomaly
1203,Diode
2129,Diode
12060,No-Anomaly
231,Offline-Module
17044,No-Anomaly
16766,No-Anomaly
13787,No-Anomaly
642,Offline-Module
3298,Shadowing
7826,Cracking
8727,Vegetation
18949,No-Anomaly
14767,No-Anomaly
19408,No-Anomaly
16109,No-Anomaly
11193,No-Anomaly
9872,Vegetation
15744,No-Anomaly
1741,Diode
18661,No-Anomaly
3804,Cell-Multi
3267,Shadowing
19207,No-Anomaly
10306,No-Anomaly
12167,No-Anomaly
11539,No-Anomaly
13384,No-Anomaly
15408,No-Anomaly
5610,Cell
8030,Hot-Spot-Multi
18085,No-Anomaly
11983,No-Anomaly
10287,No-Anomaly
9487,Vegetation
7145,Cracking
17948,No-Anomaly
17158,No-Anomaly
4551,Cell-Multi
19305,No-Anomaly
1377,Diode
12855,No-Anomaly
11785,No-Anomaly
13067,No-Anomaly
8999,Vegetation
10161,No-Anomaly
19388,No-Anomaly
15904,No-Anomaly
16401,No-Anomaly
6555,Cell
464,Offline-Module
19063,No-Anomaly
3360,Shadowing
937,Diode-Multi
8615,Vegetation
2341,Diode
8666,Vegetation
2093,Diode
19652,No-Anomaly
11128,No-Anomaly
6177,Cell
112,Offline-Module
16146,No-Anomaly
14024,No-Anomaly
11306,No-Anomaly
483,Offline-Module
11015,No-Anomaly
14101,No-Anomaly
15151,No-Anomaly
4567,Cell-Multi
1153,Diode
18101,No-Anomaly
9016,Vegetation
6780,Hot-Spot
12296,No-Anomaly
1983,Diode
8177,Soiling
2590,Shadowing
11133,No-Anomaly
10410,No-Anomaly
19346,No-Anomaly
3452,Shadowing
8826,Vegetation
16416,No-Anomaly
8157,Soiling
12375,No-Anomaly
1286,Diode
3063,Shadowing
7108,Cracking
17696,No-Anomaly
6932,Hot-Spot
13441,No-Anomaly
17118,No-Anomaly
13611,No-Anomaly
10824,No-Anomaly
19829,No-Anomaly
11616,No-Anomaly
12836,No-Anomaly
8594,Vegetation
6104,Cell
11848,No-Anomaly
15782,No-Anomaly
9129,Vegetation
10676,No-Anomaly
18709,No-Anomaly
5123,Cell
16737,No-Anomaly
14921,No-Anomaly
2832,Shadowing
3923,Cell-Multi
9647,Vegetation
6212,Cell
18004,No-Anomaly
1337,Diode
769,Offline-Module
5024,Cell
8749,Vegetation
11102,No-Anomaly
10656,No-Anomaly
12605,No-Anomaly
5969,Cell
16306,No-Anomaly
19338,No-Anomaly
10592,No-Anomaly
1427,Diode
3548,Shadowing
11531,No-Anomaly
16128,No-Anomaly
639,Offline-Module
7626,Cracking
9720,Vegetation
6809,Hot-Spot
14577,No-Anomaly
5820,Cell
12097,No-Anomaly
12367,No-Anomaly
15623,No-Anomaly
1014,Diode
10218,No-Anomaly
12869,No-Anomaly
12128,No-Anomaly
10648,No-Anomaly
76,Offline-Module
19002,No-Anomaly
11120,No-Anomaly
431,Offline-Module
19476,No-Anomaly
17291,No-Anomaly
14060,No-Anomaly
12013,No-Anomaly
9081,Vegetation
8101,Hot-Spot-Multi
19086,No-Anomaly
13391,No-Anomaly
156,Offline-Module
2221,Diode
19447,No-Anomaly
2937,Shadowing
1975,Diode
3671,Cell-Multi
2771,Shadowing
7469,Cracking
4285,Cell-Multi
9533,Vegetation
4820,Cell-Multi
10071,No-Anomaly
17668,No-Anomaly
16929,No-Anomaly
16206,No-Anomaly
17447,No-Anomaly
9661,Vegetation
12904,No-Anomaly
13609,No-Anomaly
6121,Cell
7794,Cracking
16608,No-Anomaly
9261,Vegetation
16042,No-Anomaly
17901,No-Anomaly
2876,Shadowing
5863,Cell
8549,Vegetation
15569,No-Anomaly
